pais,num_visitas,numero_modelos,pagina_mas_visitada,precio_maximo,precio_promedio,visitaspag1trousers,visitaspag2skirts,visitaspag3blouses,visitaspag4sales,target
Poland,4,4,3-blouses,48,39.25,0.0,0.0,4.0,0.0,0
Poland,2,1,3-blouses,28,28.0,0.0,0.0,2.0,0.0,0
Poland,6,6,1-trousers,72,50.833333333333336,6.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,3,3,2-skirts,67,54.0,0.0,3.0,0.0,0.0,0
Poland,4,4,3-blouses,48,44.25,0.0,0.0,4.0,0.0,0
Poland,9,9,2-skirts,57,49.55555555555556,0.0,9.0,0.0,0.0,0
Poland,1,1,1-trousers,28,28.0,1.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,4,4,3-blouses,57,44.0,0.0,0.0,4.0,5.0,1
Poland,15,14,1-trousers,62,45.53333333333333,8.0,4.0,3.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,7,7,3-blouses,62,42.142857142857146,2.0,2.0,3.0,0.0,0
Poland,5,5,3-blouses,55,42.4,0.0,0.0,5.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,2,2,2-skirts,50,44.0,0.0,1.0,1.0,0.0,0
Poland,2,2,3-blouses,48,38.0,0.0,0.0,2.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,3,3,3-blouses,48,38.0,0.0,1.0,2.0,0.0,0
Poland,11,11,1-trousers,62,37.36363636363637,8.0,1.0,2.0,2.0,1
Poland,17,17,3-blouses,77,47.0,4.0,5.0,8.0,3.0,1
Poland,13,12,3-blouses,62,45.46153846153846,4.0,3.0,6.0,10.0,1
Poland,2,2,2-skirts,57,57.0,0.0,2.0,0.0,0.0,0
Poland,2,2,1-trousers,62,50.0,2.0,0.0,0.0,0.0,0
Poland,15,11,2-skirts,67,47.666666666666664,3.0,6.0,6.0,5.0,1
Poland,7,7,3-blouses,48,45.142857142857146,0.0,0.0,7.0,0.0,0
Poland,13,13,3-blouses,62,41.30769230769231,0.0,2.0,11.0,0.0,0
Poland,12,12,1-trousers,62,40.5,9.0,0.0,3.0,0.0,0
Poland,3,3,2-skirts,52,41.0,0.0,2.0,1.0,0.0,0
Poland,9,8,1-trousers,62,44.44444444444444,9.0,0.0,0.0,0.0,0
Poland,3,3,1-trousers,48,39.666666666666664,3.0,0.0,0.0,1.0,1
Czech Republic,3,3,2-skirts,57,54.0,0.0,2.0,1.0,0.0,0
Poland,6,6,1-trousers,72,49.333333333333336,5.0,1.0,0.0,6.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,7,6,2-skirts,57,50.285714285714285,1.0,5.0,1.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,5,3,3-blouses,48,36.0,0.0,0.0,5.0,0.0,0
Poland,3,3,2-skirts,62,50.666666666666664,0.0,3.0,0.0,0.0,0
Poland,3,3,3-blouses,48,43.0,0.0,0.0,3.0,1.0,1
Poland,2,2,2-skirts,52,45.0,0.0,2.0,0.0,0.0,0
Poland,15,7,1-trousers,62,44.266666666666666,13.0,2.0,0.0,0.0,0
Poland,2,2,1-trousers,60,51.5,2.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,2,2,3-blouses,48,40.5,0.0,0.0,2.0,0.0,0
Poland,2,2,1-trousers,60,49.0,2.0,0.0,0.0,2.0,1
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,4,3,1-trousers,82,47.75,4.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,57,47.666666666666664,0.0,2.0,1.0,0.0,0
Poland,2,2,3-blouses,33,30.5,0.0,0.0,2.0,0.0,0
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,10,10,2-skirts,62,49.0,1.0,9.0,0.0,5.0,1
Poland,3,3,1-trousers,62,46.0,3.0,0.0,0.0,0.0,0
Poland,4,4,2-skirts,52,42.75,0.0,4.0,0.0,0.0,0
Poland,9,9,2-skirts,57,49.22222222222222,0.0,7.0,2.0,1.0,1
Poland,2,2,2-skirts,67,55.0,0.0,2.0,0.0,0.0,0
Poland,2,2,1-trousers,43,43.0,1.0,0.0,1.0,0.0,0
Poland,3,3,3-blouses,48,39.0,1.0,0.0,2.0,2.0,1
Poland,1,1,3-blouses,43,43.0,0.0,0.0,1.0,0.0,0
Poland,8,8,1-trousers,72,48.25,5.0,3.0,0.0,8.0,1
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,5,5,2-skirts,52,47.8,0.0,3.0,2.0,0.0,0
Poland,4,4,1-trousers,62,48.25,4.0,0.0,0.0,1.0,1
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
net (*.net),3,3,1-trousers,33,33.0,3.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,57,44.333333333333336,0.0,3.0,0.0,0.0,0
Germany,2,2,2-skirts,62,59.5,0.0,2.0,0.0,0.0,0
Poland,6,6,2-skirts,57,46.0,0.0,6.0,0.0,0.0,0
Poland,17,14,1-trousers,72,47.23529411764706,15.0,1.0,1.0,1.0,1
Poland,2,1,1-trousers,62,62.0,2.0,0.0,0.0,0.0,0
Czech Republic,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,2,2,3-blouses,57,56.0,0.0,0.0,2.0,0.0,0
Poland,4,4,3-blouses,57,35.25,1.0,0.0,3.0,0.0,0
Poland,32,16,2-skirts,67,48.09375,0.0,29.0,3.0,0.0,0
Poland,7,7,3-blouses,62,47.57142857142857,3.0,0.0,4.0,1.0,1
Poland,3,2,2-skirts,62,46.0,1.0,2.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,1.0,1
Poland,5,5,1-trousers,62,45.6,5.0,0.0,0.0,3.0,1
Poland,3,3,3-blouses,62,43.333333333333336,0.0,1.0,2.0,3.0,1
Poland,2,2,1-trousers,33,30.5,1.0,0.0,1.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,6,5,1-trousers,62,48.333333333333336,4.0,2.0,0.0,1.0,1
Poland,3,3,1-trousers,43,41.333333333333336,2.0,1.0,0.0,2.0,1
Poland,10,10,2-skirts,67,47.8,3.0,4.0,3.0,0.0,0
Poland,6,6,3-blouses,57,43.166666666666664,0.0,0.0,6.0,7.0,1
Poland,3,3,1-trousers,43,38.0,3.0,0.0,0.0,1.0,1
Slovakia,1,1,1-trousers,38,38.0,1.0,0.0,0.0,1.0,1
Poland,2,2,2-skirts,67,62.0,0.0,2.0,0.0,0.0,0
Poland,2,2,1-trousers,33,33.0,2.0,0.0,0.0,0.0,0
com (*.com),4,4,3-blouses,52,40.25,0.0,1.0,3.0,0.0,0
Poland,8,8,1-trousers,62,42.125,8.0,0.0,0.0,1.0,1
Czech Republic,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,4,4,2-skirts,57,45.0,0.0,2.0,2.0,0.0,0
net (*.net),6,6,1-trousers,52,44.5,3.0,1.0,2.0,0.0,0
Poland,3,3,2-skirts,57,44.333333333333336,0.0,3.0,0.0,0.0,0
Poland,5,5,2-skirts,67,46.6,0.0,4.0,1.0,1.0,1
Poland,1,1,2-skirts,62,62.0,0.0,1.0,0.0,0.0,0
Poland,26,22,3-blouses,57,41.30769230769231,4.0,0.0,22.0,0.0,0
Poland,7,7,2-skirts,52,41.42857142857143,2.0,3.0,2.0,0.0,0
Poland,8,8,1-trousers,62,42.5,8.0,0.0,0.0,0.0,0
Poland,2,2,1-trousers,62,62.0,2.0,0.0,0.0,2.0,1
Poland,2,2,2-skirts,52,37.5,0.0,1.0,1.0,0.0,0
Poland,1,1,2-skirts,43,43.0,0.0,1.0,0.0,0.0,0
Poland,2,2,1-trousers,43,40.5,2.0,0.0,0.0,0.0,0
Germany,2,2,1-trousers,43,38.0,1.0,0.0,1.0,0.0,0
Poland,27,25,3-blouses,67,44.96296296296296,9.0,6.0,12.0,2.0,1
Poland,9,7,1-trousers,57,42.77777777777778,5.0,2.0,2.0,5.0,1
Poland,2,2,2-skirts,67,64.5,0.0,2.0,0.0,0.0,0
Czech Republic,1,1,3-blouses,55,55.0,0.0,0.0,1.0,0.0,0
Poland,2,2,3-blouses,48,38.0,0.0,0.0,2.0,0.0,0
Poland,4,4,1-trousers,57,41.5,2.0,2.0,0.0,3.0,1
Czech Republic,8,8,2-skirts,67,45.0,0.0,6.0,2.0,0.0,0
Czech Republic,13,10,1-trousers,72,44.46153846153846,9.0,1.0,3.0,0.0,0
Czech Republic,3,3,2-skirts,57,49.0,1.0,2.0,0.0,0.0,0
Czech Republic,1,1,3-blouses,33,33.0,0.0,0.0,1.0,0.0,0
Czech Republic,4,3,1-trousers,62,47.5,4.0,0.0,0.0,0.0,0
Czech Republic,7,7,2-skirts,57,49.42857142857143,0.0,7.0,0.0,0.0,0
Czech Republic,13,13,1-trousers,72,52.07692307692308,7.0,2.0,4.0,0.0,0
Lithuania,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Czech Republic,24,17,1-trousers,62,44.791666666666664,24.0,0.0,0.0,0.0,0
Poland,4,4,1-trousers,62,50.0,2.0,2.0,0.0,0.0,0
Czech Republic,2,2,2-skirts,62,50.0,0.0,2.0,0.0,0.0,0
Poland,7,7,1-trousers,62,46.142857142857146,7.0,0.0,0.0,0.0,0
Poland,11,11,2-skirts,67,48.90909090909091,0.0,10.0,1.0,5.0,1
Poland,3,3,2-skirts,62,57.0,0.0,3.0,0.0,4.0,1
Poland,1,1,2-skirts,43,43.0,0.0,1.0,0.0,0.0,0
Poland,3,1,1-trousers,33,33.0,3.0,0.0,0.0,0.0,0
Poland,7,7,2-skirts,67,50.285714285714285,3.0,4.0,0.0,6.0,1
Poland,2,2,1-trousers,60,44.0,2.0,0.0,0.0,0.0,0
Poland,5,5,1-trousers,62,43.6,4.0,1.0,0.0,0.0,0
Czech Republic,4,4,2-skirts,62,52.5,0.0,3.0,1.0,0.0,0
Poland,8,8,2-skirts,62,45.625,0.0,7.0,1.0,1.0,1
Czech Republic,12,9,2-skirts,67,47.333333333333336,4.0,8.0,0.0,0.0,0
Poland,4,4,1-trousers,62,50.0,4.0,0.0,0.0,0.0,0
Poland,5,5,1-trousers,62,48.6,2.0,1.0,2.0,11.0,1
Poland,1,1,3-blouses,33,33.0,0.0,0.0,1.0,0.0,0
Poland,4,3,1-trousers,62,39.0,4.0,0.0,0.0,0.0,0
Poland,9,7,1-trousers,62,49.333333333333336,5.0,4.0,0.0,0.0,0
Poland,1,1,3-blouses,43,43.0,0.0,0.0,1.0,7.0,1
Poland,12,12,2-skirts,62,46.166666666666664,1.0,8.0,3.0,0.0,0
Poland,6,4,1-trousers,57,45.166666666666664,3.0,2.0,1.0,1.0,1
Poland,3,3,2-skirts,57,57.0,0.0,3.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,67,67.0,0.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Czech Republic,14,12,3-blouses,57,41.142857142857146,2.0,4.0,8.0,0.0,0
United Kingdom,6,6,3-blouses,52,29.833333333333332,0.0,1.0,5.0,3.0,1
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,6,6,2-skirts,62,50.833333333333336,0.0,6.0,0.0,4.0,1
Czech Republic,3,3,1-trousers,62,55.666666666666664,3.0,0.0,0.0,0.0,0
Poland,2,2,2-skirts,57,57.0,0.0,2.0,0.0,0.0,0
France,3,3,3-blouses,48,34.666666666666664,0.0,1.0,2.0,0.0,0
Czech Republic,89,55,1-trousers,82,44.21348314606742,41.0,12.0,36.0,0.0,0
Poland,2,2,3-blouses,48,43.0,0.0,0.0,2.0,0.0,0
Poland,43,37,3-blouses,67,43.44186046511628,12.0,8.0,23.0,0.0,0
Poland,6,4,1-trousers,62,54.0,6.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,52,44.0,1.0,2.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,4,4,2-skirts,57,42.75,0.0,4.0,0.0,2.0,1
Lithuania,23,20,1-trousers,62,41.91304347826087,11.0,5.0,7.0,12.0,1
Poland,3,3,1-trousers,62,52.333333333333336,2.0,0.0,1.0,1.0,1
Poland,12,11,3-blouses,62,43.5,2.0,0.0,10.0,2.0,1
Poland,22,22,1-trousers,67,47.18181818181818,8.0,7.0,7.0,1.0,1
Poland,2,2,1-trousers,33,33.0,2.0,0.0,0.0,3.0,1
United Kingdom,1,1,2-skirts,67,67.0,0.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,6,6,2-skirts,60,46.333333333333336,2.0,4.0,0.0,1.0,1
Poland,3,3,3-blouses,48,34.666666666666664,0.0,0.0,3.0,0.0,0
Poland,2,2,1-trousers,72,57.5,2.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,62,47.666666666666664,0.0,3.0,0.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,4,2,2-skirts,52,45.0,0.0,4.0,0.0,4.0,1
Poland,3,3,3-blouses,33,28.0,0.0,0.0,3.0,0.0,0
Poland,4,4,3-blouses,57,48.25,0.0,1.0,3.0,0.0,0
Poland,3,3,3-blouses,48,39.666666666666664,0.0,0.0,3.0,0.0,0
Poland,3,3,3-blouses,48,41.333333333333336,0.0,0.0,3.0,9.0,1
Poland,3,3,1-trousers,48,38.0,3.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,3,3,1-trousers,60,43.666666666666664,2.0,0.0,1.0,0.0,0
Poland,5,5,2-skirts,57,49.4,1.0,4.0,0.0,0.0,0
Poland,4,3,1-trousers,48,43.0,2.0,0.0,2.0,0.0,0
Poland,4,4,3-blouses,48,34.25,1.0,0.0,3.0,1.0,1
Poland,4,4,1-trousers,48,36.75,2.0,0.0,2.0,0.0,0
Poland,14,14,3-blouses,82,47.642857142857146,6.0,0.0,8.0,0.0,0
Poland,17,11,2-skirts,67,43.294117647058826,0.0,14.0,3.0,1.0,1
Poland,3,3,2-skirts,62,54.0,0.0,3.0,0.0,0.0,0
Poland,7,7,1-trousers,62,38.57142857142857,4.0,2.0,1.0,3.0,1
Poland,18,13,3-blouses,62,40.55555555555556,6.0,1.0,11.0,8.0,1
Poland,3,3,3-blouses,48,38.0,1.0,0.0,2.0,2.0,1
Poland,13,13,1-trousers,82,46.0,6.0,1.0,6.0,3.0,1
Poland,3,3,1-trousers,52,37.666666666666664,2.0,1.0,0.0,0.0,0
Poland,6,5,3-blouses,62,42.0,2.0,1.0,3.0,1.0,1
Poland,7,6,2-skirts,67,53.857142857142854,1.0,4.0,2.0,1.0,1
Poland,5,5,2-skirts,67,54.2,0.0,5.0,0.0,2.0,1
Poland,4,4,3-blouses,52,44.0,0.0,0.0,4.0,0.0,0
Poland,3,2,3-blouses,72,52.666666666666664,1.0,0.0,2.0,0.0,0
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,14,13,1-trousers,62,46.07142857142857,13.0,1.0,0.0,6.0,1
Poland,2,2,2-skirts,48,35.5,0.0,1.0,1.0,0.0,0
Poland,14,14,1-trousers,72,45.357142857142854,11.0,3.0,0.0,0.0,0
Poland,13,13,3-blouses,57,41.23076923076923,2.0,0.0,11.0,0.0,0
Poland,4,4,2-skirts,67,54.75,0.0,4.0,0.0,0.0,0
Poland,6,5,3-blouses,52,42.666666666666664,1.0,1.0,4.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,2,2,3-blouses,43,33.0,0.0,0.0,2.0,0.0,0
Poland,2,2,3-blouses,48,45.5,0.0,0.0,2.0,1.0,1
Poland,10,10,1-trousers,62,41.8,6.0,2.0,2.0,0.0,0
Poland,2,2,2-skirts,57,47.5,0.0,2.0,0.0,0.0,0
Poland,2,2,1-trousers,72,57.5,2.0,0.0,0.0,1.0,1
Poland,17,17,2-skirts,62,48.529411764705884,3.0,8.0,6.0,0.0,0
Poland,7,7,3-blouses,67,42.0,0.0,1.0,6.0,0.0,0
Poland,6,6,3-blouses,50,42.5,1.0,1.0,4.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,6,3,3-blouses,72,47.833333333333336,2.0,0.0,4.0,0.0,0
Poland,8,8,1-trousers,62,44.5,6.0,2.0,0.0,2.0,1
Poland,3,2,1-trousers,62,42.666666666666664,2.0,1.0,0.0,0.0,0
Poland,3,3,2-skirts,67,57.333333333333336,0.0,3.0,0.0,1.0,1
Poland,3,3,1-trousers,62,47.666666666666664,3.0,0.0,0.0,2.0,1
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,4,4,2-skirts,62,50.0,0.0,4.0,0.0,0.0,0
Poland,14,10,2-skirts,67,50.92857142857143,0.0,14.0,0.0,5.0,1
Poland,5,4,1-trousers,62,43.8,5.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,3,3,1-trousers,52,39.333333333333336,2.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
com (*.com),1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
com (*.com),1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
com (*.com),4,2,1-trousers,82,60.0,4.0,0.0,0.0,0.0,0
com (*.com),2,1,1-trousers,38,38.0,2.0,0.0,0.0,0.0,0
com (*.com),1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Czech Republic,5,5,1-trousers,62,47.6,4.0,1.0,0.0,0.0,0
Poland,7,6,3-blouses,48,33.0,2.0,0.0,5.0,0.0,0
Poland,5,5,2-skirts,67,52.4,0.0,4.0,1.0,1.0,1
Poland,8,8,1-trousers,72,48.25,4.0,2.0,2.0,0.0,0
Poland,9,8,1-trousers,62,42.22222222222222,5.0,4.0,0.0,2.0,1
net (*.net),2,2,1-trousers,62,55.0,1.0,0.0,1.0,2.0,1
Poland,2,2,1-trousers,33,33.0,2.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,43,43.0,1.0,0.0,0.0,0.0,0
Poland,3,3,1-trousers,62,46.0,2.0,0.0,1.0,5.0,1
Lithuania,4,4,2-skirts,67,42.75,0.0,2.0,2.0,1.0,1
United Kingdom,2,2,1-trousers,62,52.5,2.0,0.0,0.0,1.0,1
Poland,4,3,2-skirts,48,43.0,0.0,2.0,2.0,0.0,0
Poland,4,4,2-skirts,67,53.75,0.0,4.0,0.0,0.0,0
Poland,4,4,2-skirts,62,47.5,0.0,4.0,0.0,2.0,1
Poland,6,6,3-blouses,48,37.166666666666664,0.0,0.0,6.0,5.0,1
Poland,5,5,2-skirts,67,52.4,0.0,5.0,0.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,2,2,3-blouses,48,38.0,0.0,0.0,2.0,0.0,0
Poland,3,3,3-blouses,48,46.333333333333336,0.0,0.0,3.0,0.0,0
Poland,4,3,3-blouses,52,47.5,1.0,0.0,3.0,1.0,1
Poland,8,8,3-blouses,72,48.75,3.0,1.0,4.0,0.0,0
Poland,2,2,3-blouses,28,27.0,0.0,0.0,2.0,0.0,0
Poland,7,7,1-trousers,72,51.285714285714285,5.0,0.0,2.0,0.0,0
Poland,8,6,1-trousers,62,51.25,5.0,1.0,2.0,0.0,0
Poland,8,5,2-skirts,57,42.0,2.0,3.0,3.0,0.0,0
Poland,14,8,2-skirts,67,47.5,0.0,14.0,0.0,1.0,1
Poland,20,18,1-trousers,62,43.0,11.0,1.0,8.0,12.0,1
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,1,1,3-blouses,43,43.0,0.0,0.0,1.0,0.0,0
Poland,5,5,1-trousers,72,46.2,3.0,1.0,1.0,1.0,1
Poland,3,3,1-trousers,62,39.333333333333336,2.0,0.0,1.0,1.0,1
Poland,4,4,2-skirts,57,42.75,0.0,4.0,0.0,0.0,0
Poland,5,4,3-blouses,52,41.2,2.0,0.0,3.0,2.0,1
Poland,1,1,3-blouses,33,33.0,0.0,0.0,1.0,0.0,0
Poland,7,6,1-trousers,72,41.285714285714285,5.0,1.0,1.0,3.0,1
Poland,16,15,1-trousers,67,51.6875,9.0,5.0,2.0,1.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,1,1,3-blouses,23,23.0,0.0,0.0,1.0,0.0,0
Poland,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Lithuania,5,5,1-trousers,82,56.4,4.0,0.0,1.0,0.0,0
Poland,2,2,2-skirts,52,45.0,0.0,2.0,0.0,0.0,0
Poland,3,3,3-blouses,62,47.666666666666664,0.0,1.0,2.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Poland,10,10,1-trousers,55,39.7,5.0,0.0,5.0,0.0,0
Poland,3,3,2-skirts,67,54.0,0.0,3.0,0.0,0.0,0
Czech Republic,4,4,2-skirts,57,46.25,1.0,3.0,0.0,0.0,0
net (*.net),1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
Slovakia,5,3,2-skirts,57,47.8,0.0,5.0,0.0,0.0,0
Poland,6,6,1-trousers,62,44.833333333333336,6.0,0.0,0.0,1.0,1
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Poland,1,1,3-blouses,33,33.0,0.0,0.0,1.0,0.0,0
Poland,7,7,1-trousers,67,44.142857142857146,3.0,2.0,2.0,0.0,0
Poland,6,6,3-blouses,62,39.833333333333336,2.0,0.0,4.0,0.0,0
Poland,1,1,1-trousers,62,62.0,1.0,0.0,0.0,0.0,0
Poland,1,1,2-skirts,48,48.0,0.0,1.0,0.0,0.0,0
Poland,3,3,2-skirts,62,46.0,0.0,3.0,0.0,0.0,0
Poland,18,18,3-blouses,67,43.166666666666664,3.0,7.0,8.0,18.0,1
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
Poland,2,2,2-skirts,57,47.5,0.0,2.0,0.0,1.0,1
Poland,1,1,2-skirts,67,67.0,0.0,1.0,0.0,0.0,0
Poland,2,2,2-skirts,52,45.0,0.0,2.0,0.0,0.0,0
Poland,6,6,1-trousers,48,35.5,3.0,0.0,3.0,1.0,1
Poland,6,6,2-skirts,57,50.666666666666664,0.0,6.0,0.0,1.0,1
Poland,12,8,2-skirts,67,52.833333333333336,0.0,10.0,2.0,1.0,1
Poland,14,14,1-trousers,62,41.142857142857146,8.0,0.0,6.0,9.0,1
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,1.0,1
Poland,2,1,3-blouses,48,48.0,0.0,0.0,2.0,1.0,1
Poland,6,5,1-trousers,48,41.333333333333336,4.0,2.0,0.0,3.0,1
Poland,9,6,3-blouses,52,27.444444444444443,0.0,1.0,8.0,3.0,1
Poland,11,10,1-trousers,62,37.36363636363637,6.0,0.0,5.0,4.0,1
Poland,3,3,1-trousers,48,38.0,3.0,0.0,0.0,4.0,1
Poland,2,2,1-trousers,43,38.0,2.0,0.0,0.0,0.0,0
Poland,1,1,1-trousers,33,33.0,1.0,0.0,0.0,0.0,0
Czech Republic,2,2,2-skirts,57,47.5,0.0,2.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Czech Republic,9,8,2-skirts,67,52.22222222222222,2.0,7.0,0.0,0.0,0
Poland,5,5,1-trousers,62,48.2,5.0,0.0,0.0,0.0,0
net (*.net),1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
com (*.com),4,4,2-skirts,57,46.25,0.0,4.0,0.0,1.0,1
Poland,4,4,2-skirts,57,45.0,0.0,4.0,0.0,0.0,0
net (*.net),8,8,1-trousers,57,43.25,4.0,3.0,1.0,0.0,0
Poland,3,3,1-trousers,55,42.0,3.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,52,49.0,0.0,3.0,0.0,0.0,0
Poland,2,2,2-skirts,67,52.5,0.0,2.0,0.0,0.0,0
Poland,1,1,1-trousers,38,38.0,1.0,0.0,0.0,0.0,0
Czech Republic,10,8,2-skirts,62,47.9,4.0,6.0,0.0,0.0,0
Poland,3,3,1-trousers,48,39.666666666666664,1.0,1.0,1.0,0.0,0
Poland,14,14,2-skirts,67,48.57142857142857,0.0,14.0,0.0,1.0,1
Poland,1,1,2-skirts,57,57.0,0.0,1.0,0.0,0.0,0
Poland,1,1,3-blouses,28,28.0,0.0,0.0,1.0,0.0,0
France,3,3,2-skirts,52,47.333333333333336,0.0,3.0,0.0,0.0,0
Poland,5,4,2-skirts,67,51.4,2.0,3.0,0.0,2.0,1
com (*.com),7,4,1-trousers,72,51.285714285714285,7.0,0.0,0.0,0.0,0
Poland,3,3,2-skirts,57,44.333333333333336,0.0,3.0,0.0,0.0,0
Poland,1,1,2-skirts,38,38.0,0.0,1.0,0.0,0.0,0
net (*.net),2,2,2-skirts,67,55.0,0.0,2.0,0.0,0.0,0
Poland,6,5,3-blouses,57,41.0,1.0,2.0,3.0,0.0,0
Czech Republic,2,1,1-trousers,38,38.0,2.0,0.0,0.0,0.0,0
Czech Republic,3,2,2-skirts,57,54.0,0.0,2.0,1.0,0.0,0
Poland,2,2,1-trousers,43,35.5,2.0,0.0,0.0,1.0,1
Poland,8,8,2-skirts,67,52.875,0.0,8.0,0.0,0.0,0
United Kingdom,3,3,1-trousers,62,43.666666666666664,2.0,0.0,1.0,1.0,1
Czech Republic,3,3,3-blouses,48,36.333333333333336,0.0,0.0,3.0,0.0,0
Poland,2,2,1-trousers,60,51.5,1.0,0.0,1.0,2.0,1
net (*.net),6,5,2-skirts,62,47.5,0.0,6.0,0.0,0.0,0
Czech Republic,16,16,1-trousers,62,50.25,8.0,6.0,2.0,0.0,0
Czech Republic,2,2,2-skirts,38,35.5,0.0,1.0,1.0,0.0,0
Czech Republic,23,22,2-skirts,72,47.52173913043478,8.0,10.0,5.0,0.0,0
Czech Republic,3,3,3-blouses,48,36.333333333333336,1.0,0.0,2.0,0.0,0
Poland,1,1,3-blouses,33,33.0,0.0,0.0,1.0,0.0,0
Czech Republic,3,3,3-blouses,48,43.0,0.0,1.0,2.0,0.0,0
Ukraine,1,1,3-blouses,48,48.0,0.0,0.0,1.0,0.0,0
Poland,1,1,2-skirts,52,52.0,0.0,1.0,0.0,0.0,0
Poland,2,2,2-skirts,52,37.5,0.0,1.0,1.0,0.0,0
Lithuania,11,10,2-skirts,67,53.18181818181818,0.0,11.0,0.0,2.0,1
Poland,1,1,3-blouses,38,38.0,0.0,0.0,1.0,0.0,0
United Kingdom,1,1,2-skirts,43,43.0,0.0,1.0,0.0,1.0,1
